TransactionID,CustomerID,CustomerAge,CustomerGender,Occupation,CityTier,AccountBalance,TransactionAmount,TransactionType,MerchantCategory,TransactionHour,DeviceType,LoginAttempts,FailedTransactions,DaysSinceLastTransaction,AvgMonthlyTransactions,CreditScore,TransactionLocation,IPRiskScore,VPNUsed,MultipleDevicesUsed,IsFraud
TXN_100555,CUST_69146,43,Female,Self-Employed,Tier-3,162214.67,3090.24,Debit Card,Luxury,10,Android,1,1,42,48.77,471.0,Different City,26.02,No,No,No
TXN_128998,CUST_20794,47,Male,Government,Tier-2,40050.5,18377.09,Debit Card,Retail,11,Tablet,1,0,42,38.13,788.0,Home City,18.55,Yes,No,No
TXN_120601,CUST_23746,56,Female,Government,Tier-2,15838.54,15034.76,Wallet,Luxury,6,Desktop,0,3,30,26.26,900.0,Home City,34.59,No,No,No
TXN_104782,CUST_25633,45,Male,Salaried,Tier-1,29299.44,446.29,UPI,Utilities,22,Android,2,0,59,44.99,,Different City,51.86,No,No,No
TXN_116726,CUST_65003,33,Female,Retired,Tier-1,138814.74,19492.37,UPI,Gaming,14,Android,2,0,32,12.64,,Home City,25.08,No,No,No
TXN_109423,CUST_82688,73,Male,Government,Tier-1,222116.56,9923.16,NEFT,Luxury,5,Android,3,0,6,33.24,749.0,Home City,1.0,No,No,No
TXN_115739,CUST_56927,63,Female,Self-Employed,Tier-2,294444.27,2959.26,NEFT,Retail,1,Desktop,1,0,56,62.96,739.0,Home City,51.16,No,No,Yes
TXN_113218,CUST_69822,31,Female,Business,Tier-2,13858.38,3285.26,RTGS,Utilities,0,Android,0,1,26,41.98,645.0,Home City,59.93,No,Yes,Yes
TXN_136312,CUST_84222,23,Male,Self-Employed,Tier-1,138057.53,2060.36,Credit Card,Gaming,0,Tablet,1,1,44,35.0,687.0,Home City,26.8,No,No,No
TXN_139967,CUST_97330,66,Female,Retired,Tier-2,274761.23,9925.6,UPI,Utilities,19,Android,0,1,33,41.86,739.0,Different City,72.21,No,No,No
TXN_129129,CUST_41159,37,Female,Self-Employed,Tier-3,99563.83,17925.09,Wallet,Gaming,11,Android,1,2,48,24.38,735.0,Home City,45.52,Yes,No,No
TXN_139690,CUST_29637,63,Male,Business,Tier-2,265413.4,15003.09,Wallet,Gaming,15,Tablet,2,0,1,34.97,621.0,Home City,27.38,No,Yes,No
TXN_103704,CUST_67248,41,Male,Business,Tier-1,80750.38,17187.73,NEFT,Food,2,iPhone,2,1,37,48.43,698.0,Home City,1.0,No,No,No
TXN_103169,CUST_33208,40,Female,Retired,Tier-1,170098.64,685.78,Credit Card,Electronics,10,Tablet,1,0,9,15.34,583.0,Home City,8.71,No,No,No
TXN_124154,CUST_8062,44,Female,Business,Tier-1,23484.79,,UPI,Electronics,8,Android,2,0,12,16.66,801.0,Home City,27.95,No,No,No
TXN_112800,CUST_24999,47,Female,Government,Tier-3,105420.65,266.84,UPI,Travel,18,Android,1,0,34,34.86,849.0,Different City,53.41,Yes,No,No
TXN_139293,CUST_43420,42,Female,Student,Tier-1,58967.13,3761.46,Wallet,Electronics,9,Android,3,0,34,58.26,729.0,Home City,48.44,No,No,No
TXN_117393,CUST_77188,37,Male,Salaried,Tier-2,249780.55,9496.29,Wallet,Electronics,11,Android,1,0,56,35.47,712.0,Home City,43.4,No,No,No
TXN_110104,CUST_43358,60,Male,Self-Employed,Tier-2,284992.09,2441.34,RTGS,Utilities,13,Desktop,4,0,53,1.13,795.0,Home City,,No,No,No
TXN_126026,CUST_99254,70,Male,Salaried,Tier-1,106221.92,1977.81,UPI,Food,19,Desktop,0,1,35,56.48,632.0,International,25.41,No,No,Yes
TXN_101919,CUST_9109,70,Male,Government,Tier-1,174241.87,10858.13,Credit Card,Food,21,Desktop,1,0,5,36.87,704.0,Home City,16.6,No,No,No
TXN_109143,CUST_84394,38,Female,Salaried,Tier-2,237463.71,2338.6,Debit Card,Utilities,5,iPhone,1,0,17,50.97,671.0,Home City,40.81,No,No,No
TXN_134295,CUST_43457,47,Female,Business,Tier-2,52095.24,15889.09,Wallet,Food,15,Tablet,1,1,45,65.62,748.0,Different City,32.72,No,No,No
TXN_115837,CUST_57803,48,Female,Salaried,Tier-1,129584.77,1814.86,UPI,Retail,14,Desktop,2,0,31,27.91,756.0,Home City,5.09,No,No,No
TXN_132012,CUST_66947,68,Female,Salaried,Tier-2,151431.65,11560.08,Debit Card,Food,0,iPhone,5,1,48,29.32,730.0,Home City,,No,No,Yes
TXN_109200,CUST_11013,55,Male,Business,Tier-2,262966.66,3228.24,Credit Card,Retail,19,Tablet,1,3,18,2.23,720.0,Different City,48.73,No,No,No
TXN_118230,CUST_80511,61,Female,Student,Tier-1,131997.53,11998.49,Wallet,Electronics,18,iPhone,0,2,49,28.67,689.0,Home City,,Yes,No,No
TXN_130715,CUST_57547,72,Male,Business,Tier-1,163437.57,3231.6,Debit Card,Electronics,11,Android,2,0,29,38.13,734.0,Home City,33.31,No,No,No
TXN_109693,CUST_54347,73,Male,Government,Tier-1,200154.82,22707.86,Debit Card,Food,17,iPhone,0,0,44,37.68,783.0,Home City,38.0,Yes,No,No
TXN_114004,CUST_3153,28,Male,Self-Employed,Tier-1,89041.53,1316.41,RTGS,Luxury,21,Desktop,0,1,22,11.5,716.0,Home City,69.92,No,No,No
TXN_107133,CUST_43039,47,Male,Self-Employed,Tier-2,172021.3,,UPI,Luxury,23,iPhone,0,1,59,10.28,790.0,Home City,49.92,No,Yes,No
TXN_131742,CUST_24940,53,Male,Salaried,Tier-1,231589.6,7669.3,NEFT,Retail,8,Android,1,1,23,59.79,670.0,Home City,41.63,Yes,No,Yes
TXN_109093,CUST_84435,36,Male,Retired,Tier-2,86833.6,6956.06,Wallet,Healthcare,12,Tablet,2,0,50,28.86,565.0,Different City,4.27,No,Yes,No
TXN_136519,CUST_41445,63,Female,Self-Employed,Tier-2,122023.55,4458.12,NEFT,Food,23,iPhone,2,2,19,17.35,670.0,Different City,48.98,Yes,No,Yes
TXN_109171,CUST_77027,42,Male,Retired,Tier-1,5000.0,28420.49,RTGS,Utilities,10,iPhone,0,2,50,53.55,856.0,Home City,2.2,No,No,No
TXN_112112,CUST_16300,42,Female,Government,Tier-2,211401.32,11671.77,RTGS,Travel,14,Tablet,0,1,43,46.2,709.0,Home City,28.5,No,No,No
TXN_117995,CUST_60400,73,Female,Government,Tier-3,264248.49,6440.71,UPI,Gaming,10,iPhone,3,3,8,13.18,801.0,Home City,20.63,No,No,No
TXN_105462,CUST_86208,43,Female,Retired,Tier-1,117554.31,2580.92,Credit Card,Utilities,0,Android,0,1,53,41.65,,Home City,34.4,No,No,No
TXN_134054,CUST_84743,56,Female,Salaried,Tier-2,240564.83,12067.39,Debit Card,Luxury,16,Tablet,0,1,49,28.77,632.0,Home City,65.9,No,Yes,No
TXN_100355,CUST_25356,63,Female,Government,Tier-1,244380.78,2904.1,Debit Card,Healthcare,4,Tablet,1,1,26,59.38,694.0,Home City,24.92,No,No,No
TXN_135172,CUST_56273,72,Female,Salaried,Tier-2,35634.16,3198.31,UPI,Luxury,9,Android,1,1,13,27.76,775.0,Home City,64.93,No,No,Yes
TXN_107525,CUST_72741,64,Female,Government,Tier-1,223548.37,21481.76,Credit Card,Gaming,18,Tablet,1,0,54,41.16,760.0,Home City,8.2,No,No,No
TXN_137556,CUST_37014,65,Male,Government,Tier-2,120456.2,4980.15,Credit Card,Gaming,5,Desktop,2,1,6,30.9,,Different City,24.75,No,No,No
TXN_118758,CUST_51002,20,Female,Salaried,Tier-3,167224.94,4038.23,RTGS,Food,7,Tablet,1,1,43,52.48,530.0,Home City,44.89,No,No,Yes
TXN_123143,CUST_60863,27,Female,Salaried,Tier-3,5000.0,33047.17,Wallet,Retail,12,iPhone,1,1,18,19.06,626.0,Home City,22.2,No,No,No
TXN_116512,CUST_95932,53,Female,Government,Tier-1,260039.38,7585.41,RTGS,Food,13,iPhone,0,0,7,36.4,726.0,Different City,12.08,Yes,No,Yes
TXN_139528,CUST_60231,41,Male,Government,Tier-1,184029.89,13399.88,NEFT,Luxury,2,Android,1,1,45,52.1,554.0,Home City,47.95,No,Yes,Yes
TXN_105909,CUST_64373,46,Male,Retired,Tier-2,330040.48,1535.45,Credit Card,Luxury,23,Android,0,1,58,30.06,689.0,Home City,74.3,Yes,No,Yes
TXN_133569,CUST_6192,73,Female,Self-Employed,Tier-2,165274.63,616.81,Wallet,Travel,21,iPhone,2,0,14,25.21,870.0,Home City,39.33,No,No,No
TXN_128211,CUST_19581,64,Female,Business,Tier-2,131973.11,37127.17,Wallet,Gaming,5,Android,2,2,16,37.28,683.0,Home City,40.93,No,No,No
TXN_119757,CUST_67735,20,Female,Self-Employed,Tier-1,57379.63,66921.44,Credit Card,Gaming,9,Android,3,1,26,42.97,632.0,Home City,18.47,No,No,No
TXN_108888,CUST_64720,46,Female,Government,Tier-2,119837.02,100.0,Wallet,Electronics,8,Tablet,3,1,50,62.63,700.0,Home City,63.4,No,No,Yes
TXN_130127,CUST_85045,28,Male,Government,Tier-1,168394.61,8859.02,Credit Card,Luxury,2,Desktop,1,2,19,30.42,652.0,Home City,39.99,No,Yes,Yes
TXN_109351,CUST_89363,31,Male,Self-Employed,Tier-2,134753.78,17753.58,UPI,Healthcare,7,Tablet,1,0,0,40.13,621.0,Different City,44.58,No,No,Yes
TXN_113699,CUST_20862,48,Male,Self-Employed,Tier-1,40536.62,1639.4,Wallet,Luxury,4,Desktop,3,2,37,35.44,658.0,Home City,32.92,No,No,No
TXN_107928,CUST_94311,68,Female,Government,Tier-3,134846.39,4379.94,Wallet,Travel,20,iPhone,4,0,49,41.51,891.0,Home City,68.11,No,No,Yes
TXN_135414,CUST_68675,56,Male,Retired,Tier-2,47476.72,12362.53,UPI,Travel,14,Android,1,3,44,50.4,869.0,Different City,5.19,No,No,No
TXN_138449,CUST_26366,73,Male,Salaried,Tier-2,5000.0,2374.44,Wallet,Travel,8,Tablet,1,0,14,43.85,862.0,International,52.42,No,No,Yes
TXN_127104,CUST_14075,72,Male,Self-Employed,Tier-3,271575.27,5147.82,Debit Card,Travel,12,Android,4,0,10,41.57,546.0,Home City,3.62,No,No,Yes
TXN_131056,CUST_31730,73,Male,Student,Tier-3,194195.36,19700.76,NEFT,Electronics,8,Tablet,1,2,45,26.79,825.0,Home City,45.81,Yes,No,Yes
TXN_129194,CUST_77591,39,Female,Salaried,Tier-2,68558.06,20484.73,UPI,Utilities,11,Desktop,0,0,17,1.0,694.0,Different City,68.14,No,No,No
TXN_111068,CUST_26146,55,Female,Retired,Tier-2,106485.46,9409.38,Wallet,Healthcare,11,Desktop,1,2,38,1.0,844.0,Home City,67.46,No,Yes,No
TXN_113415,CUST_10999,73,Female,Self-Employed,Tier-2,109882.59,22487.04,NEFT,Retail,12,iPhone,1,0,0,59.97,688.0,Home City,39.54,No,No,Yes
TXN_120270,CUST_16861,32,Female,Retired,Tier-2,92262.11,23433.69,NEFT,Electronics,18,iPhone,2,3,44,39.28,698.0,Different City,31.68,No,Yes,Yes
TXN_139774,CUST_58363,54,Male,Self-Employed,Tier-2,65818.88,148.08,Credit Card,Travel,15,Desktop,2,0,57,49.54,836.0,Home City,30.0,No,No,No
TXN_115645,CUST_56184,33,Female,Salaried,Tier-3,35038.27,7288.96,NEFT,Utilities,2,Android,2,1,20,31.18,608.0,Home City,12.3,No,Yes,Yes
TXN_133112,CUST_62803,51,Male,Business,Tier-1,175150.1,3571.66,NEFT,Electronics,9,iPhone,2,0,27,22.92,796.0,Home City,31.2,No,No,No
TXN_135010,CUST_51643,47,Female,Salaried,Tier-1,188381.31,4437.0,NEFT,Luxury,4,Tablet,3,1,31,24.32,629.0,Home City,54.45,No,Yes,No
TXN_122399,CUST_37101,25,Female,Salaried,Tier-1,215801.78,27349.5,UPI,Retail,1,Android,2,0,55,47.79,736.0,Home City,33.16,No,Yes,No
TXN_110605,CUST_47461,22,Female,Self-Employed,Tier-1,200356.92,5415.43,Wallet,Electronics,8,Desktop,2,0,38,25.71,758.0,Home City,1.0,No,No,No
TXN_109857,CUST_55328,49,Male,Business,Tier-1,140211.13,5460.2,Wallet,Utilities,18,Android,4,0,5,25.6,656.0,Home City,1.0,No,No,Yes
TXN_125123,CUST_27703,65,Female,Government,Tier-2,114870.13,19105.8,Debit Card,Gaming,20,Desktop,1,0,23,32.63,726.0,Home City,54.13,No,No,No
TXN_111653,CUST_9384,43,Female,Salaried,Tier-1,200292.32,23858.37,UPI,Food,22,Desktop,1,1,12,22.62,725.0,Different City,22.5,No,No,No
TXN_128126,CUST_46564,19,Female,Salaried,Tier-1,54344.34,5009.0,UPI,Gaming,4,Android,1,1,34,42.54,787.0,Home City,17.52,No,No,No
TXN_132629,CUST_29519,46,Female,Student,Tier-1,176140.71,1967.57,Credit Card,Gaming,4,iPhone,2,2,14,52.86,737.0,Home City,73.99,No,No,No
TXN_125345,CUST_76669,65,Male,Salaried,Tier-1,162233.94,5410.37,NEFT,Gaming,10,Tablet,1,1,18,2.73,712.0,Home City,1.0,No,No,No
TXN_112511,CUST_23049,28,Male,Retired,Tier-2,197191.19,248.1,RTGS,Travel,17,iPhone,2,2,42,33.25,733.0,Home City,37.14,Yes,No,No
TXN_119070,CUST_42483,35,Male,Retired,Tier-1,203716.36,17679.38,Credit Card,Utilities,22,Android,3,1,47,55.11,685.0,Home City,40.63,No,No,Yes
TXN_137235,CUST_29524,64,Female,Self-Employed,Tier-3,146463.34,6525.64,UPI,Food,13,Desktop,3,1,47,57.73,604.0,Different City,16.54,Yes,No,Yes
TXN_138041,CUST_60478,47,Female,Government,Tier-3,148013.55,10776.65,UPI,Utilities,8,Android,0,2,10,12.92,738.0,Home City,8.27,No,No,No
TXN_113579,CUST_85207,34,Female,Student,Tier-3,246582.36,12301.22,Credit Card,Gaming,11,Desktop,0,1,18,11.0,764.0,Home City,44.67,No,No,No
TXN_137735,CUST_7392,45,Female,Salaried,Tier-1,157874.47,28348.23,RTGS,Electronics,3,Android,1,0,2,25.5,620.0,Home City,25.77,No,No,Yes
TXN_110048,CUST_99295,19,Female,Retired,Tier-1,30569.71,27934.04,NEFT,Luxury,10,Desktop,0,1,54,42.45,704.0,Home City,17.49,Yes,No,No
TXN_116260,CUST_26249,23,Male,Government,Tier-2,293877.11,7239.62,Wallet,Food,11,iPhone,2,1,40,40.67,731.0,Home City,21.37,No,No,No
TXN_108412,CUST_91287,66,Male,Student,Tier-2,70862.42,5960.87,UPI,Luxury,23,Android,2,0,30,28.8,641.0,Different City,1.0,No,Yes,No
TXN_137822,CUST_47418,73,Male,Business,Tier-2,234311.15,8082.65,UPI,Gaming,14,Android,0,0,38,53.83,807.0,Home City,46.65,No,No,No
TXN_119538,CUST_74832,21,Female,Retired,Tier-1,241954.34,11405.82,Wallet,Travel,4,iPhone,2,0,27,52.2,637.0,Home City,9.17,No,Yes,No
TXN_122958,CUST_27557,31,Male,Business,Tier-1,166739.03,1722.0,NEFT,Retail,9,Android,1,3,38,20.4,679.0,Home City,16.43,No,Yes,Yes
TXN_130668,CUST_19294,31,Female,Business,Tier-1,180052.5,15964.17,credit card,Utilities,17,Android,2,1,11,45.6,713.0,Home City,47.69,No,No,Yes
TXN_103245,CUST_70003,49,Female,Self-Employed,Tier-1,34802.24,13573.39,Credit Card,Electronics,14,Tablet,0,1,32,6.0,645.0,Home City,28.3,No,No,Yes
TXN_102644,CUST_26006,65,Female,Business,Tier-1,264992.43,486.97,Wallet,Luxury,20,iPhone,3,2,43,72.63,717.0,Home City,31.33,No,No,No
TXN_134398,CUST_19209,54,Male,Self-Employed,Tier-1,89586.29,6295.4,RTGS,Gaming,20,Tablet,2,1,0,54.36,719.0,Home City,5.04,No,No,No
TXN_118413,CUST_83215,20,Male,Salaried,Tier-2,221977.24,20542.76,NEFT,Food,23,Android,2,0,20,51.76,622.0,Home City,38.15,No,No,No
TXN_122602,CUST_21184,35,Female,Student,Tier-3,171128.95,29130.58,UPI,Electronics,17,Android,0,3,55,34.86,789.0,Home City,1.0,No,No,No
TXN_133732,CUST_8834,54,Male,Student,Tier-1,77774.63,17455.74,UPI,Healthcare,13,Desktop,1,0,49,18.53,773.0,Home City,8.85,No,Yes,No
TXN_100202,CUST_32571,72,Female,Retired,Tier-1,158641.42,9116.63,NEFT,Luxury,23,Desktop,1,0,45,51.42,818.0,Home City,5.67,No,No,No
TXN_102726,CUST_71592,73,Female,Government,Tier-1,50709.97,22982.79,UPI,Utilities,22,iPhone,0,0,28,51.67,682.0,Home City,41.99,No,Yes,No
TXN_119817,CUST_31121,23,Female,Government,Tier-3,83212.5,6155.9,Wallet,Luxury,21,Desktop,1,0,52,29.66,786.0,Different City,44.68,No,No,No
TXN_139265,CUST_71762,32,Male,Government,Tier-3,203816.97,4663.92,Debit Card,Food,8,Tablet,4,0,46,36.74,669.0,Home City,16.52,No,Yes,No
TXN_101355,CUST_60878,19,Male,Retired,Tier-2,259697.26,30225.75,RTGS,Retail,22,Android,2,1,23,42.65,741.0,Different City,26.33,No,No,No
TXN_127286,CUST_96660,34,Female,Self-Employed,Tier-1,105701.84,11112.11,UPI,Food,14,iPhone,1,0,35,1.07,621.0,Different City,27.01,No,No,No
TXN_113317,CUST_37968,50,Male,Government,Tier-1,120711.32,4737.88,NEFT,,23,Tablet,2,0,20,33.54,749.0,Home City,31.75,No,No,No
TXN_100988,CUST_38268,46,Female,Self-Employed,Tier-2,195895.15,14683.11,Debit Card,Electronics,7,Desktop,0,1,4,24.39,,Home City,33.31,No,No,No
TXN_126315,CUST_45411,26,Male,Business,Tier-1,166256.2,15934.8,Wallet,Healthcare,1,Tablet,2,2,0,9.0,726.0,Home City,35.78,No,No,No
TXN_137349,CUST_1959,74,Female,Government,Tier-1,124223.8,21639.91,RTGS,Electronics,19,iPhone,2,0,40,16.65,766.0,Home City,55.43,Yes,No,No
TXN_122430,CUST_30082,31,Female,Business,Tier-1,172471.18,6038.24,Debit Card,Luxury,8,Desktop,0,3,57,27.17,554.0,International,50.43,No,No,No
TXN_128694,CUST_61429,68,Male,Retired,Tier-1,31975.23,7493.46,Credit Card,Luxury,22,iPhone,1,2,28,34.4,900.0,Home City,37.11,Yes,Yes,No
TXN_117893,CUST_23248,64,Female,Business,Tier-2,5000.0,6634.21,UPI,Travel,2,Tablet,0,1,55,51.27,811.0,Different City,34.09,No,No,Yes
TXN_109383,CUST_94519,45,Male,Government,Tier-3,230462.86,14300.51,RTGS,Healthcare,23,Desktop,2,0,8,50.93,681.0,Home City,62.33,No,No,No
TXN_110991,CUST_11161,35,Female,Student,Tier-1,5000.0,5223.04,UPI,Electronics,14,Desktop,2,1,0,47.15,771.0,Home City,33.8,Yes,No,Yes
TXN_135436,CUST_74237,32,Male,Retired,Tier-1,30969.05,23103.3,Credit Card,Electronics,12,Android,0,2,52,10.82,747.0,Home City,30.61,No,No,No
TXN_117655,CUST_8901,56,Male,Retired,Tier-1,253966.28,5192.19,Credit Card,Gaming,2,Android,3,1,47,31.9,789.0,Different City,47.15,No,No,No
TXN_136936,CUST_68024,27,Male,Government,Tier-2,206056.19,17761.89,UPI,,1,Desktop,0,0,33,31.8,743.0,Different City,41.31,No,No,No
TXN_119503,CUST_17794,19,Male,Business,Tier-1,196761.45,9121.18,Wallet,Travel,0,Desktop,1,2,59,46.95,788.0,Different City,37.36,No,No,Yes
TXN_126906,CUST_13018,27,Female,Business,Tier-2,53932.41,18743.09,RTGS,Travel,10,Tablet,2,0,5,20.81,563.0,Different City,1.0,No,No,No
TXN_134538,CUST_6113,62,Male,Student,Tier-1,105758.07,1321.93,Credit Card,Food,0,Desktop,1,1,15,26.72,695.0,Home City,35.97,Yes,No,No
TXN_103134,CUST_86029,59,Female,Student,Tier-2,301060.2,11018.73,NEFT,Utilities,21,iPhone,4,1,27,18.38,900.0,Home City,16.99,No,No,Yes
TXN_116279,CUST_14497,22,Female,Self-Employed,Tier-1,136837.43,3529.0,Credit Card,,0,Desktop,0,1,37,51.3,682.0,Home City,38.37,No,No,Yes
TXN_136104,CUST_7526,55,Male,Self-Employed,Tier-1,5000.0,11135.95,UPI,Utilities,13,iPhone,3,1,51,61.57,694.0,Home City,59.45,No,Yes,Yes
TXN_118932,CUST_1448,74,Male,Retired,Tier-1,199196.76,445.49,Wallet,Retail,20,Android,1,0,15,59.37,758.0,Home City,77.62,No,No,No
TXN_126400,CUST_45786,19,Male,Business,Tier-1,37365.68,1942.42,Credit Card,Retail,0,Tablet,0,0,24,51.08,,Different City,40.29,No,Yes,No
TXN_115957,CUST_36168,68,Male,Business,Tier-1,271549.48,2079.79,Debit Card,Electronics,7,Android,1,0,39,50.68,762.0,Home City,25.09,Yes,No,Yes
TXN_132586,CUST_89525,24,Female,Government,Tier-1,126465.62,6633.2,Wallet,Gaming,14,Android,3,0,15,42.19,602.0,Home City,30.8,No,No,No
TXN_119083,CUST_89629,50,Male,Retired,Tier-3,78765.84,13191.23,RTGS,Utilities,13,Desktop,1,0,59,14.94,687.0,Home City,45.6,No,No,No
TXN_109360,CUST_12141,74,Female,Government,Tier-1,170774.69,35492.38,Debit Card,Gaming,9,iPhone,2,1,53,29.07,647.0,Home City,53.05,No,No,No
TXN_108779,CUST_68467,71,Male,Self-Employed,Tier-2,163009.38,14351.15,Wallet,Luxury,14,Android,2,2,41,45.84,854.0,Home City,23.97,No,No,No
TXN_111659,CUST_75609,72,Male,Business,Tier-3,189918.8,7893.72,credit card,Electronics,0,Android,2,1,26,59.73,821.0,Home City,38.25,No,No,Yes
TXN_107085,CUST_38982,36,Female,Business,Tier-3,47608.49,2465.96,Credit Card,Travel,0,Android,1,0,19,29.57,679.0,Home City,32.66,Yes,No,No
TXN_139379,CUST_43323,74,Female,Student,Tier-3,153561.6,3817.86,Wallet,Food,13,Tablet,0,1,19,29.37,663.0,Home City,8.85,Yes,No,Yes
TXN_138624,CUST_59164,53,Male,Student,Tier-1,8861.43,,NEFT,Utilities,7,Tablet,1,0,33,28.02,831.0,Different City,54.74,No,Yes,No
TXN_116327,CUST_74419,20,Male,Retired,Tier-2,84247.11,3193.13,NEFT,Healthcare,15,Tablet,1,0,6,39.29,793.0,Home City,1.0,No,No,No
TXN_107076,CUST_52495,39,Female,Student,Tier-3,115248.69,56835.73,Credit Card,Luxury,2,iPhone,2,3,58,5.57,818.0,Home City,52.67,No,No,Yes
TXN_110506,CUST_61129,20,Male,Retired,Tier-2,270535.3,19514.56,RTGS,Utilities,6,Desktop,1,1,1,19.44,594.0,Different City,44.51,No,No,No
TXN_114790,CUST_47482,38,Female,Retired,Tier-2,184025.2,13497.8,Credit Card,Retail,23,iPhone,1,1,27,33.25,760.0,Home City,10.92,No,No,No
TXN_101135,CUST_54955,58,Male,Government,Tier-1,5000.0,10452.68,UPI,Retail,4,Tablet,1,2,18,31.52,581.0,Home City,10.68,No,No,No
TXN_119458,CUST_64771,59,Female,Self-Employed,Tier-2,109405.96,13789.45,Credit Card,Utilities,20,Desktop,0,0,0,45.09,568.0,Home City,30.88,No,No,No
TXN_136838,CUST_48422,49,Male,Self-Employed,Tier-2,143151.34,434.81,Debit Card,Utilities,8,Desktop,2,1,25,14.31,662.0,Home City,1.0,No,No,No
TXN_105213,CUST_15920,51,Female,Self-Employed,Tier-1,234162.94,20581.64,NEFT,Luxury,0,Android,2,4,13,23.56,581.0,Home City,29.8,No,No,Yes
TXN_132471,CUST_76396,39,Male,Student,Tier-3,34405.66,13267.54,Credit Card,Electronics,2,Desktop,2,1,9,20.12,676.0,International,2.99,No,No,No
TXN_113492,CUST_51413,25,Male,Self-Employed,Tier-1,136583.27,908.45,UPI,Healthcare,20,Tablet,1,1,9,35.61,834.0,Home City,39.65,No,No,No
TXN_118259,CUST_69519,29,Female,Business,Tier-2,183236.46,,RTGS,Luxury,22,Desktop,1,0,40,52.58,642.0,Home City,55.58,No,No,No
TXN_100607,CUST_58954,37,Male,Retired,Tier-3,51699.62,15149.54,Debit Card,Travel,18,Tablet,5,0,27,50.44,740.0,Different City,32.86,Yes,No,No
TXN_123215,CUST_87078,32,Female,Government,Tier-2,188340.85,12108.92,UPI,Electronics,13,Android,2,1,20,39.3,695.0,Different City,50.38,No,No,No
TXN_114139,CUST_83239,43,Female,Self-Employed,Tier-2,150491.52,2886.16,Credit Card,Retail,8,Tablet,1,1,57,51.79,771.0,Different City,52.96,No,No,No
TXN_125522,CUST_90192,65,Female,Retired,Tier-1,205196.35,9001.01,Credit Card,Healthcare,18,Tablet,0,3,26,19.01,593.0,Different City,,No,No,No
TXN_104914,CUST_79647,63,Male,Student,Tier-1,109147.4,3961.77,Debit Card,Healthcare,4,Tablet,0,1,55,1.0,661.0,Home City,28.02,No,No,No
TXN_121604,CUST_87232,27,Female,Retired,Tier-2,93270.94,13268.28,Credit Card,Healthcare,4,Android,3,1,21,31.2,734.0,Home City,30.51,No,No,Yes
TXN_138100,CUST_71059,56,Male,Government,Tier-1,189656.91,1901.29,credit card,Utilities,18,Tablet,2,0,11,31.11,756.0,Home City,32.22,No,No,No
TXN_122041,CUST_92709,18,Male,Government,Tier-3,182485.15,7864.83,credit card,Healthcare,17,Desktop,1,0,58,39.8,884.0,Home City,50.47,No,No,No
TXN_116297,CUST_97634,26,Female,Government,Tier-2,106717.38,10832.2,credit card,Electronics,22,iPhone,3,0,21,30.28,709.0,Home City,7.89,No,No,No
TXN_117751,CUST_31160,56,Female,Student,tier-1,198035.94,4112.53,Wallet,Retail,15,Android,2,0,37,35.19,608.0,International,39.06,No,No,No
TXN_131668,CUST_80052,18,Female,Government,Tier-2,189070.99,37362.16,Wallet,Gaming,15,Android,2,0,52,52.37,824.0,Home City,31.54,No,No,No
TXN_104786,CUST_98117,57,Female,Government,Tier-1,264508.15,9327.9,NEFT,Healthcare,0,iPhone,2,0,27,29.67,713.0,Home City,13.21,No,No,Yes
TXN_112360,CUST_96030,70,Male,Retired,Tier-2,47849.57,80022.09,Debit Card,Luxury,9,Tablet,1,0,20,7.25,728.0,Home City,50.38,No,Yes,Yes
TXN_108112,CUST_60511,24,Female,Salaried,Tier-2,9339.95,13791.81,Credit Card,Luxury,23,Desktop,1,0,49,18.08,811.0,Home City,64.18,No,No,No
TXN_121350,CUST_52748,22,Female,Self-Employed,Tier-1,281313.07,2252.76,NEFT,Food,0,iPhone,0,0,27,30.82,749.0,Home City,63.0,No,Yes,Yes
TXN_105339,CUST_89011,33,Male,Student,Tier-3,315911.69,701.14,NEFT,Food,21,Android,1,2,42,49.89,775.0,Different City,73.2,No,No,No
TXN_132884,CUST_28808,27,Male,Salaried,Tier-1,228844.99,6346.06,UPI,Food,8,Tablet,2,4,15,37.81,676.0,Home City,24.43,Yes,No,No
TXN_101577,CUST_60245,24,Female,Government,Tier-1,5000.0,1241.09,UPI,Electronics,15,Desktop,1,1,17,29.51,774.0,International,3.42,No,No,No
TXN_102618,CUST_83478,32,Female,Government,Tier-2,171586.58,,Wallet,Gaming,6,Desktop,1,1,35,19.9,822.0,Home City,24.95,No,No,No
TXN_114084,CUST_58331,71,Female,Student,Tier-1,303662.52,5374.39,UPI,Gaming,0,Android,0,0,26,3.68,746.0,Home City,46.07,No,No,Yes
TXN_101423,CUST_39684,72,Male,Self-Employed,Tier-1,226520.45,21810.83,NEFT,Utilities,1,Desktop,1,1,19,27.82,789.0,Home City,52.33,No,No,Yes
TXN_119090,CUST_44451,40,Male,Salaried,Tier-1,236243.86,27197.98,NEFT,Travel,21,Android,1,0,32,35.74,675.0,Home City,68.54,Yes,No,Yes
TXN_106286,CUST_34792,22,Female,Retired,Tier-3,158363.96,2195.99,Wallet,Luxury,22,Desktop,2,1,0,24.12,610.0,Home City,23.02,No,No,No
